,doc_id,review_text,total_sentiment
2151,2152,"This bench is the right size for our mudroom and is solidly constructed. However, it is not grey or weathered, but rather a natural wood with a bit of black paint rubbed into the grain, no grey to speak of.",6.0
2152,2153,"This thing broke so fast I wasn't even sure when we got it until my wife reminded me. Jeez, at least make it last two weeks.",5.0
2153,2154,"I was a little hesitant about spending so much $$ on headphones, but these are definitely worth it. The sound quality is incredible. I only gave it 4/5 because of the price, but if money isn't an issue, you need to pick these up.",10.0
2154,2155,"As one previous reviewer pointed out, the question formatting was less than optimal as the questions were at the beginning of each section and subsequently followed by the answers (hard not to cheat). Suggestion - locate the answers at the end of the chapter/text. Also, this may just be me, but the questions should come after the related section's literature not the other way around.Comprehensive but still lacking. When I took the exam I found myself cursing the review book as a great deal of information on the exam was never mentioned in this text. I had to reach into the deep recesses of my mind (sca ry) to retrieve some gray/foggy/probably incorrect information to answer some of the questions. Now, I know that cramming two years of full time graduate study into so many pages isn't feasible. So, I would suggest to future candidates to briefly (and I mean briefly) skim their graduate texts before dedicating majority of their time to this text.I agree with other reviewers that it was weird to have the practice questions in the beginning of each chapter, and that it doesn't give you a clear idea on how you do on the content unless you're really good at the honor system.What helped me the most were these 2 bookshttp://www.amazon.com/SPHR-Exam-Prep-Professional-Resources/dp/0789736764/ref=sr_1_4?ie=UTF8&qid=1344537422&sr=8-4&keywords=sphrhttp://www.amazon.com/gp/product/B004BABSJW",18.0
2155,2156,The cookies taste old and are not edible. They are not past the expiration date yet even the chips are white like how old chocolate turns white. These are terrible! They give you plenty for a snack and truly great taste.,10.0
2156,2157,"I bought this sheer cropped bolero for my sister and she liked it a lot. It fits as expected, the size is perfect, the product is durable and have a good quality. She's wearing it and she's very satisfied. She thanked me for the beautiful gift.",16.0
2157,2158,"This is simply awesome quality cap and it is very different, it seems cool just go for it without thinking, in this price range it is jackpot",4.0
2158,2159,"I will probably never buy any other brand ever again! According to other customers, the size of this item is a bit smaller than usual. It is somewhat small but it really fits to me.",9.0
2159,2160,"This book is delivering some pertinent guidance in terms of dieting. However, for me, most of this guidance wasn't unknown. And some of the advises simply cannot be applied in all situations.",7.0
2160,2161,I bought this because our cat has decided to use our brand new carpeting as her cat box. I hear her peeing in the middle of the night but when I get up she runs from the room so I don't know where she peed. Unfortunately this light doesn't work at all. I've even tried it on an area where I know for a fact she had just peed and it didn't show up in the light. Don't waste your money.,11.0
2161,2162,"""I was looking to purchase a sun shade for my daughter and almost bought this one until I did a little more investigating. Since this product has over 70 5 star reviews within a matter of weeks I felt further investigation was in order.I researched the profiles of the reviewers and found a lot of weird ""coincidences"". Reviewers leave nothing but 5-star ratings but what's really strange is how different reviewers review the same unrelated products and reviewers review multiple of the same type of product.For example one reviewer reviewed over 20 different iphone cases within a month and all reviews talked about how great it protected their phone. Then you'll see things like 10 different weight loss bottles of Garcinia Cambodia reviewed in the same 2 week span.Just didn't make sense to me so I decided not to purchase this product since the reviews can obviously not be trusted.""",14.0
